label_raw,text,label_clean,label_id,clean_text,clean_word_count
offensive language,RT @tupactopus: need a bad bitch who knows how 2 treat a pokemon master right,offensive_language,1,need bad bitch know treat pokemon master right,8
offensive language,RT @iaintshitbruh: white bitches win again smh &#8220;@trackinBlackKev: i fucking hate you @MichelleDBeadle&#8221;,offensive_language,1,white bitch win smh fuck hate,6
offensive language,@socass_ Patrick you ain't nottin but a hood Nigga top bitch nigga,offensive_language,1,patrick ai nottin hood nigga bitch nigga,7
offensive language,Eat your vegetables or you'll grow up to be a pussy,offensive_language,1,eat veget grow pussi,4
hate speec,@_____0__o______ faggot,hate_speech,0,faggot,1
offensive language,Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,offensive_language,1,have sex guy wont dumb hoe think there plenti pussi just gotta guy wont,14
neither,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh,neither,2,open starburst candi yellow lmao bruh,6
offensive language,Bad bitches only,offensive_language,1,bad bitch,2
offensive language,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",offensive_language,1,say dont love hoe yo girl hoe,7
offensive language,@michellemcaffey I'll show you how much of a fag I am &#128527;,offensive_language,1,fag,1
neither,This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,neither,2,get moron like coburn tri ad gun amend public work push teabagg morningjo,13
neither,"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!",neither,2,sick function bird start feel slightli better earlier feel like death,11
offensive language,"If I was stranded on a desert island and I could only bring 1 thing, I would bring Dora. That hoe has everything in that backpack.",offensive_language,1,strand desert island bring thing bring dora hoe backpack,9
offensive language,&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,offensive_language,1,fuck bitch rachel need die,5
offensive language,"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch.",offensive_language,1,problem rememb quirk real bitch,5
offensive language,"RT @LosBeOnIt: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&#8230;",offensive_language,1,sex st date dont mean hoe wait day wont make wife cute pic dont mean happi have titl,18
offensive language,"RT @kizzmybutt: You had me at, ""I hate that bitch too""",offensive_language,1,hate bitch,2
offensive language,@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao,offensive_language,1,luck bitch gonna drug kno happen lmao,7
neither,These brownies http://t.co/iyqRBn2AMf,neither,2,browni,1
offensive language,Ive never seen this part of pussy town before... lolololol the end of this song thoo....,offensive_language,1,ive seen pussi town lolololol end song thoo,8
offensive language,RT @iDeepuDJ: I always waste my time on irrelevant bitches! &#128528;,offensive_language,1,wast time irrelev bitch,4
offensive language,"One thing I hate more than Lightskin niggas, is a Confused bitch like either you go fwm or you gon fw these niggas. &#9995;&#128564;",offensive_language,1,thing hate lightskin nigga confus bitch like fwm gon fw nigga,11
offensive language,@REAL_Kaysavage that bitch was going or nawl,offensive_language,1,bitch go nawl,3
offensive language,"Having hoes not cool, That one will be better than all them thots",offensive_language,1,have hoe cool better thot,5
neither,@_SparkleLikeZen saves you a brownie*,neither,2,save browni,2
offensive language,Bruh. Sasuke and Sakuras daughter gonna be a bad Uchiha bitch,offensive_language,1,bruh sasuk sakura daughter gonna bad uchiha bitch,8
offensive language,Some of these hoes out here for everybody.,offensive_language,1,hoe everybodi,2
offensive language,"RT @greco_joel: Me: let's try a 2nd attempt of my first day of work
The cold: haha yeah right I fucked your car and your bitch",offensive_language,1,let tri nd attempt day work cold haha yeah right fuck car bitch,13
offensive language,Only a hoe would favorite that...,offensive_language,1,hoe favorit,2
hate speec,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",hate_speech,0,coon monkey like disgust minstrel negro cri shit time disgrac,10
offensive language,"@PennyTheGOAT 
The Biebs is getting fucked right in the pussy",offensive_language,1,bieb get fuck right pussi,5
offensive language,John Kerry.... the SELLOUT: http://t.co/SFIRSvDy #neverforget how this pussy screwed our troops in Vietnam. Now he's rewarded. Disgusting.,offensive_language,1,john kerri sellout neverforget pussi screw troop vietnam reward disgust,10
offensive language,I lost all my respect for my brother cause you acting like a straight up bitch,offensive_language,1,lost respect brother caus act like straight bitch,8
neither,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",neither,2,overdos heavi drug doe sound bad tonight pussi shit day,10
offensive language,@im_sarcasticc &#128527;&#128527;&#128527; Yas bitch . Don't have too much fun,offensive_language,1,ya bitch fun,3
offensive language,"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning",offensive_language,1,forget brand new babi girl home bitch cooki burn,9
offensive language,@_RichHomieKevin go to sleep niggah lol,offensive_language,1,sleep niggah lol,3
offensive language,I would def call Dwight a cradle robbing faggot if I were Kobe.,offensive_language,1,def dwight cradl rob faggot kobe,6
offensive language,RT @Bigboybeezy: &#8220;@IgnoreAllLaws: Pick one http://t.co/TBWonqMnJV&#8221; the girl behind the bar who ain't being a hoe,offensive_language,1,pick girl bar ai hoe,5
offensive language,The baddest bitch is back on chestnut! @ryancommakerry #welcomehome,offensive_language,1,baddest bitch chestnut welcomehom,4
offensive language,Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. http://t.co/CUlwvpCpa7,offensive_language,1,piss littl liber faggot wear che guevara shirt ur ass cuba,11
offensive language,"RT @MindCertified: If you're a hoe, don't expect princess treatment...",offensive_language,1,hoe expect princess treatment,4
neither,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO,neither,2,oreo cooki pancak foodporn,4
offensive language,"RT @versacecum: bitches be like ""&#9749;&#128056;"" but still be in everybody's business",offensive_language,1,bitch like everybodi busi,4
hate speec,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,hate_speech,0,town movi friend stab nig time got sent prison justic,10
offensive language,"I'm rich bitch 
*said in Dave Chappell voice*",offensive_language,1,rich bitch said dave chappel voic,6
offensive language,"' I ain't trippen cause I like her anyways , she got a niggah and I got a girl but anyways , yea anyways &#1041196;",offensive_language,1,ai trippen caus like anyway got niggah got girl anyway yea anyway,12
offensive language,RT @strapdafool: Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up,offensive_language,1,naw deez ai hoe gota add mo str,8
offensive language,bitch probably molly'd the 1st nigga that said good mornin' back to her,offensive_language,1,bitch probabl molli st nigga said good mornin,8
offensive language,I won't do nothin with the bitch she can't even get me hard,offensive_language,1,nothin bitch hard,3
offensive language,"RT @degg: *slow rap voice* that bitch can suck my dick
*faster rapping voice* that bitch can suck my dick",offensive_language,1,slow rap voic bitch suck dick faster rap voic bitch suck dick,12
offensive language,God my tweets are so ghetto,offensive_language,1,god tweet ghetto,3
neither,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,neither,2,beauti smile color eye,4
offensive language,"@YouTalk_ILive I'm crazy, and Wayne can rap about pussy 3 songs in a row",offensive_language,1,crazi wayn rap pussi song row,6
hate speec,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",hate_speech,0,peopl time aryan race stand say mongerl turn world ghetto slum,11
offensive language,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?",offensive_language,1,mad cuz fuck ya enemi win cuz let shit fuck control hoe stress,13
hate speec,RT @jaymesshaylan: fuuck jalens a slow bitch!,hate_speech,0,fuuck jalen slow bitch,4
offensive language,Dats y I don't argue wit Dese bitches lol,offensive_language,1,dat argu wit dese bitch lol,6
offensive language,"Dem hoes more &#128686; &#8220;@LeanandCuisine: This nigga out here fucking retired widows &#8220;@Irsuns: New Race, fuck Black Woman http://t.co/tCSiJi6a0D&#8221;&#8221;",offensive_language,1,dem hoe nigga fuck retir widow new race fuck black woman,11
offensive language,RT @fierce_swagg: Unfollow me bitch. I won't cry about it. &#128536;&#128536;,offensive_language,1,unfollow bitch,2
offensive language,RT @RachieSoul: These hoes ain't loyal,offensive_language,1,hoe ai loyal,3
neither,"@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!",neither,2,did add ghetto like look like use label maker lol,10
offensive language,This is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes http://t.co/4HZzRqJHaq,offensive_language,1,im ask bitch prom marri guareente ye,7
offensive language,Lmao this bitch thinks she fancy with some michael kors,offensive_language,1,lmao bitch think fanci michael kor,6
neither,Brown is a color so my eyes are colored,neither,2,brown color eye color,4
offensive language,Nigga ended up going Juco messing with them hoes and then signed a the smallest of d1's moral of the story take what u can get,offensive_language,1,nigga end go juco mess hoe sign smallest moral stori,10
offensive language,RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol,offensive_language,1,unfollow littl bitch cu handl tweet lol,7
offensive language,RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them,offensive_language,1,ratchet hoe wear flip flop curl turn black like soul slave walk,12
offensive language,@PRoseish I know you are a pussy ass coward that is weaker and smaller like GZ,offensive_language,1,know pussi ass coward weaker smaller like gz,8
offensive language,"Don't be a fool, wrap your tool! 

....unless you wanna be a ratchet white bitch at the clinic with 4 baby daddies. She's apparently exempt",offensive_language,1,fool wrap tool unless wanna ratchet white bitch clinic babi daddi appar exempt,13
offensive language,Don't let the hoes lie to you!! http://t.co/hknkpJ8ugU,offensive_language,1,let hoe lie,3
offensive language,RT @fields_devante: @whiteangelss84 now let's get onto you .. you slingy dingy ugly salamander lookin bitch I will not waist my time tweeti&#8230;,offensive_language,1,let slingi dingi ugli salamand lookin bitch waist time tweeti,10
offensive language,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I,offensive_language,1,rozay idgt mad cuz twan fuck bitch,7
offensive language,That pussy sooo good &#128524;&#128149;,offensive_language,1,pussi sooo good,3
offensive language,@G_Anderson4 lol it's gonna be so fun got two niglets on the way,offensive_language,1,lol gonna fun got niglet way,6
offensive language,RT @lirryfeelsugh: I've always wanted to do a YouTube cover but I'm too pussy so umm okay how about this ._. 35 RTS and I will post a cover&#8230;,offensive_language,1,want youtub cover pussi umm okay rt post cover,9
offensive language,"Shawty pussy wet, the dope drippn wet &#128166;",offensive_language,1,shawti pussi wet dope drippn wet,6
neither,RT @MCGetBizzy: Rise of the planet of the apes http://t.co/Ww3xbbUJg7,neither,2,rise planet ape,3
offensive language,The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,offensive_language,1,spot open better grab bitch determin beauti,7
offensive language,RT @Rileyy_Babyyy: How you pressed over some pussy you never had &#128064;? &#128514;&#128514;&#128514;,offensive_language,1,press pussi,2
offensive language,Stern fixed the image of the league.. NBA players not knocking they bitch out in elevators.,offensive_language,1,stern fix imag leagu nba player knock bitch elev,9
neither,RT @Comp10Tx: Rihanna really is trash,neither,2,rihanna realli trash,3
offensive language,Austin is a funny niggah,offensive_language,1,austin funni niggah,3
neither,RT @iStayRadAsShit: &#8220;@1BookieG: What I wish I can do every time I day playing flappy birds https://t.co/mWiE7FkBu0&#8221;&#128514;&#128514; foreall,neither,2,wish time day play flappi bird foreal,7
neither,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,neither,2,mention probabl look like septic tank ahead meme cosbymem,9
neither,"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",neither,2,sore loser charli crist won concess speech call recount tcot pjnet,11
offensive language,@baskgod nah it's just Clowney being a bitch nigga,offensive_language,1,nah just clowney bitch nigga,5
offensive language,"i dont shit talk, i chip talk, dese niggaz jus bitch talk, dese niggaz jus chik stalk, naw i aint got no chik... http://t.co/x6yLjemN",offensive_language,1,dont shit talk chip talk dese niggaz ju bitch talk dese niggaz ju chik stalk naw aint got chik,19
offensive language,when you first walked in the door at that party you saw a big booty hoe &#8212; Name ? http://t.co/JERsrSwhUe,offensive_language,1,walk door parti saw big booti hoe,7
offensive language,@UltraGoogle what's a puto isn't that bitch in Spanish.,offensive_language,1,puto bitch spanish,3
offensive language,I get gwop now that bitch remember me,offensive_language,1,gwop bitch rememb,3
neither,RT @ooxlexx: I can't stand to be around ghetto girls.&#128134;,neither,2,stand ghetto girl,3
offensive language,"@NYRKelsMads 
Dat dawg live betta den most colored folk in my hood",offensive_language,1,dat dawg live betta den color folk hood,8
neither,"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;",neither,2,fight idf progress trash hate gut istandwithisr,7
offensive language,RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,offensive_language,1,na hoe yu swear ai fuckn nigga,7
offensive language,"I love me some fresh pussy, all you can eat buffet.",offensive_language,1,love fresh pussi eat buffet,5
offensive language,RT @carterreynolds: Austin Mahone is making bitches horny right now...,offensive_language,1,austin mahon make bitch horni right,6
offensive language,RT @WomensHumor: Monday was SUCH a bitch today.,offensive_language,1,monday bitch today,3
neither,*Searches my yellow pages app for the nearest Jack In The Box*,neither,2,search yellow page app nearest jack box,7
offensive language,shut up bitch,offensive_language,1,shut bitch,2
offensive language,"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point",offensive_language,1,complain suburban white girl suburban white girl bitch ok liter just prove point,13
neither,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,neither,2,shylock wong incid democrat bigotri week media mum,8
offensive language,@lucioxnava how about darkskin dykes?,offensive_language,1,darkskin dyke,2
offensive language,Gucci mane on a bitch,offensive_language,1,gucci mane bitch,3
offensive language,Melo should've got the bitch for the east,offensive_language,1,melo got bitch east,4
offensive language,Dear whores: Don't tell me I can't dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap.,offensive_language,1,dear whore tell danc danc open leg shake ass like video ho shitti rap,14
offensive language,RT @trvvp_: These hoes got no chill http://t.co/lc5GsfOVXS,offensive_language,1,hoe got chill,3
neither,@skyereyes_ you a Oreo cookie now.,neither,2,oreo cooki,2
offensive language,Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,offensive_language,1,slide bitch dm like,4
offensive language,I'll have these bitches havin baby's every week,offensive_language,1,bitch havin babi week,4
offensive language,RT @colin_weis: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with,offensive_language,1,step gauntlet bitch nut use wipe ass,7
neither,Why can't I have colored eyes like my siblings &#128557;&#128557;,neither,2,color eye like sibl,4
offensive language,These hoes ain't loyal RT @ArzySauced: @ItsNotHarold man thats the realest shirt i seen tonight. A chick with a flip phone robbed me,offensive_language,1,hoe ai loyal man that realest shirt seen tonight chick flip phone rob,13
neither,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,neither,2,ghetto girl best bet work center tri climb corpor,9
offensive language,I'll get so much pussy. http://t.co/2plTXgQiqE,offensive_language,1,pussi,1
offensive language,Yo bitch a freak fucked ha to sleep and dat was the last time I was slept on. . .Shit I woke ha up nd fucked ha again so she aint sleep long,offensive_language,1,yo bitch freak fuck ha sleep dat time slept shit woke ha nd fuck ha aint sleep long,18
hate speec,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",hate_speech,0,racial minor crimin inclin worri act color race traitor,9
offensive language,@JustKarahn negro please,offensive_language,1,negro,1
neither,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",neither,2,year fan base unc indiana said thing right way uk rogu ho,12
offensive language,"@MeeshDC how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?",offensive_language,1,fuck fuck retard condemn ray rice support chri brown women abus logic,12
offensive language,@_tonydennis it's trash ik just wanted to fuck with Dorsey,offensive_language,1,trash ik just want fuck dorsey,6
offensive language,If a nigga is watching Love and HipHop instead of the playoffs he gay denna bitch,offensive_language,1,nigga watch love hiphop instead playoff gay denna bitch,9
offensive language,"Autocorrect makes my ""how's life"" change to hoes life. What the duck.",offensive_language,1,autocorrect make life chang hoe life duck,7
offensive language,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe,offensive_language,1,teabagg like bald asshol complain long just draw moron pictur morningjo,11
offensive language,I love bad bitches thats my fuckin problem forreal real shit i cant even help it,offensive_language,1,love bad bitch that fuckin problem forreal real shit help,10
offensive language,@Briscoefunnyguy lol he still a lil bitch,offensive_language,1,lol lil bitch,3
offensive language,"RT @tic14tac: Guys be like ""Man, fuck that bitch!"" &#128563; But deep inside, they miss that ""bitch"", still love that ""bitch"", &amp; want that ""bitch"" &#8230;",offensive_language,1,guy like man fuck bitch deep insid miss bitch love bitch want bitch,13
neither,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa.",neither,2,took rebel vs yanke test question accent word usag score total rebel vs yanke southern pa,16
offensive language,I got some lightskin pussy one time and the bitch damn near had me bout to propose.,offensive_language,1,got lightskin pussi time bitch damn near bout propos,9
neither,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,neither,2,look like princess bella yellow dress,6
neither,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,neither,2,surrend divin conqueror apocalyps orient black metal hell,8
offensive language,"@kayliefarmer hey, fuk them hoes they prolly already have it",offensive_language,1,hey fuk hoe prolli,4
offensive language,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!",offensive_language,1,need ass whip whip mr hous nigger rememb nigger,9
offensive language,bitches and subtweets lml,offensive_language,1,bitch subtweet lml,3
offensive language,how you settin' trends when you're rappin about wearing the same shit everyone else is wearin and rappin about? This mixtape is trash yo,offensive_language,1,settin trend rappin wear shit wearin rappin mixtap trash yo,10
offensive language,"RT @grindingdude: #13Hours of hell. Obama flat out lied to get reelected. #killery &lt;What diff does it make now? 

Karma, it's a bitch! http&#8230;",offensive_language,1,hour hell obama flat lie reelect killeri diff doe make karma bitch http,13
offensive language,RT @EinsteinParody: Waterproof lab coat in case I drown in the pussy #swag,offensive_language,1,waterproof lab coat case drown pussi swag,7
offensive language,"&#8220;@tabatha__b: Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;",offensive_language,1,worri bitch worryin meal tryna fuckin eat fuck talkin bout,10
offensive language,I need a bitch to go down like I need a beat,offensive_language,1,need bitch like need beat,5
neither,RT @caseykim12: Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK. @piersmorgan,neither,2,sole purpos make money suggest violenc prevent polici actual work,10
neither,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR.",neither,2,twitter littl blue bird larri celtic isu larri bird stick ticker twtr,12
offensive language,Girl you eating more pussy then me girl you should have been a nigga,offensive_language,1,girl eat pussi girl nigga,5
offensive language,"niggas wait in line for jordan releases, puttin they life on the line, jus to impress some bitches",offensive_language,1,nigga wait line jordan releas puttin life line ju impress bitch,11
offensive language,"RT @YaBoyMJ23: rt for the real niggas
fav for the bitch niggas http://t.co/c7WP1bLUUk",offensive_language,1,real nigga fav bitch nigga,5
offensive language,Honestly it's enough bad bitches in the universe for everyone (not including dykes),offensive_language,1,honestli bad bitch univers includ dyke,6
neither,"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;",neither,2,rick scott vs charli crist worst gubernatori elect america face ugli futur,12
offensive language,Single colored man looking fo a single white woman. Fat OK. I'm nigga,offensive_language,1,singl color man look fo singl white woman fat ok nigga,11
offensive language,#Shoutout to everybody that follow a nicca!!,offensive_language,1,shoutout everybodi follow nicca,4
offensive language,RT @SEMAJ_HOEE_: &#8220;@tiffanyluxride: Damn so many fake niggas &amp; bitches&#8221;,offensive_language,1,damn fake nigga bitch,4
hate speec,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,hate_speech,0,ha ha ha good fat dyke,6
neither,"@mimi_sanabria I really did, right off my bed. Where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;",neither,2,realli did right bed dam yellow starburst throw window,9
offensive language,&#8220;@eminoelle: Why you let these hoes tear what we had right apart&#8221;,offensive_language,1,let hoe tear right apart,5
offensive language,"Yes ugly bitch with the shitty platinum blonde skunk hair, you did take cuts",offensive_language,1,ye ugli bitch shitti platinum blond skunk hair did cut,10
offensive language,I'm known around Tampa as the ugly kid with no hoes,offensive_language,1,known tampa ugli kid hoe,5
offensive language,"RT @tbhjust: ""what are you twelve""

yeah on a scale of one to ten

bitch",offensive_language,1,yeah scale bitch,3
hate speec,Bitch you're the ugliest cunt ever.,hate_speech,0,bitch ugliest cunt,3
offensive language,RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,offensive_language,1,retweet random shit just caus bad bitch tweet,8
offensive language,We need to start having a fantasy team of UT hoes lol,offensive_language,1,need start have fantasi team ut hoe lol,8
neither,Almost half of North American bird species threatened by climate change http://t.co/dWSYB5BodA http://t.co/F0PVuLNf4c #Climate #Environment,neither,2,half north american bird speci threaten climat chang climat environ,10
offensive language,Don't make me take yo bitch nigga &#128527;&#128080;,offensive_language,1,make yo bitch nigga,4
neither,"@IAmPikey 
I wonders why dare ain't no colored folk up dare?",neither,2,wonder dare ai color folk dare,6
offensive language,"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;",offensive_language,1,da bitch got scare mo ya boy feenin fo dat koula noooooooo,12
offensive language,@TrueNovacane they not gonn comment cause they in the closet hoes lol! #Team #Getchoassoutdatcloset lol,offensive_language,1,gonn comment caus closet hoe lol team getchoassoutdatcloset lol,9
hate speec,"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",hate_speech,0,hell blk stop sayin nigger america,6
offensive language,RT @zeemonstaa: There no such thing as too much pussy .,offensive_language,1,thing pussi,2
offensive language,"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University",offensive_language,1,guy tell doe eat pussi sudden suck dick anymor center washington univers,12
neither,RT @TFCbooks: Friday 6pm @busboysandpoets Vivek Balk: Bengali Harlem &amp; the Lost Histories of South Asian America http://t.co/veYAqnAiDG &#8230; @&#8230;,neither,2,friday pm vivek balk bengali harlem lost histori south asian america,11
offensive language,Wake up American sheeple nd stop allowing these pussy azz politicians who never bust a gun in they&#8230; http://t.co/rN6nnnynXv,offensive_language,1,wake american sheepl nd stop allow pussi azz politician bust gun,11
offensive language,It's pretty much been confirmed that I have the BEST bitch face on the planet.,offensive_language,1,pretti confirm best bitch face planet,6
offensive language,I can't tell if I want to fuck you or if I want to slit your throat,offensive_language,1,tell want fuck want slit throat,6
offensive language,"RT @Yennno_Nay: "" these hoes ain't loyal "" 

duhh BITCH she a HOE !!!!!!",offensive_language,1,hoe ai loyal duhh bitch hoe,6
neither,If I were a kid today...Michelle Obama's lunch would wind up in the trash can,neither,2,kid today michel obama lunch wind trash,7
offensive language,"RT @TheBOMBshellll: Too many faithful girls are single, and too many hoes are taken.&#128581;",offensive_language,1,faith girl singl hoe taken,5
offensive language,"No thanks lady, you look like you just got off the white trash train, I'd rather not catch a disease. #kthxbai",offensive_language,1,thank ladi look like just got white trash train catch diseas kthxbai,12
offensive language,Loyal pussy forever bein better than the bitch thats been passed around.,offensive_language,1,loyal pussi forev bein better bitch that pass,8
neither,RT @thatgirlran: &#8220;If your 15/16 ACT like your those ages not like your 20. Its not cute.&#8221; That awk moment when I thought this tweet was abo&#8230;,neither,2,act like age like cute awk moment thought tweet abo,10
neither,I ignore birds,neither,2,ignor bird,2
neither,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;,neither,2,weed browni,2
offensive language,@hernandez719 ayy might as well get. Fat hoes don't even like abs nomo they like balla bellys,offensive_language,1,ayi fat hoe like ab nomo like balla belli,9
neither,"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",neither,2,just hick say bung bed,5
neither,"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever.",neither,2,nerf hell bird longer attack long rang lower damag don follow forev,12
