label_raw,text,label_clean,label_id,clean_text,clean_word_count
offensive language,""" i spend my money how i want bitch its my business """,offensive_language,1,spend money want bitch busi,5
offensive language,""" i txt my old bitch my new bitch pussy wetter """,offensive_language,1,txt old bitch new bitch pussi wetter,7
offensive language,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",offensive_language,1,say im old old bitch excit,6
offensive language,""" if you aint bout that Murder Game pussy nigga shut up """,offensive_language,1,aint bout murder game pussi nigga shut,7
offensive language,""" if you're toes ain't done you pussy stinks """,offensive_language,1,toe ai pussi stink,4
offensive language,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,offensive_language,1,im bitter bitch wrap angri bird there app,8
offensive language,""" is that ya bitch """,offensive_language,1,ya bitch,2
offensive language,""" it aint nothing to cut a bitch off """,offensive_language,1,aint cut bitch,3
offensive language,""" jus meet son now he ya mane ass bitches "" #Shots",offensive_language,1,ju meet son ya mane ass bitch shot,8
offensive language,""" lames crying over hoes thats tears of a clown """,offensive_language,1,lame cri hoe that tear clown,6
offensive language,""" like Snoop said in 94 we dont love these hoes """,offensive_language,1,like snoop said dont love hoe,6
neither,""" momma said no pussy cats inside my doghouse """,neither,2,momma said pussi cat insid doghous,6
offensive language,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",offensive_language,1,hate hoe favorit mw sevenon,5
offensive language,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",offensive_language,1,nice girl bad make naughti bad yello hoe real nice bodi south chick like em real,16
offensive language,""" pimps up pimps up hoes down "" Future voice",offensive_language,1,pimp pimp hoe futur voic,5
offensive language,""" post a picture of that pussy get 200 likes """,offensive_language,1,post pictur pussi like,4
offensive language,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",offensive_language,1,pussi power drug happyhumpday,4
offensive language,""" quick piece of pussy call it a drive by """,offensive_language,1,quick piec pussi drive,4
offensive language,""" running round here like some brand new pussy thats bout to get fucked """,offensive_language,1,run round like brand new pussi that bout fuck,9
offensive language,""" these bitches even worst they'll send them guys for you """,offensive_language,1,bitch worst send guy,4
offensive language,""" these hoes like niggas that spend money not talk bout it """,offensive_language,1,hoe like nigga spend money talk bout,7
offensive language,""" we dont trust these niggas all these bitches """,offensive_language,1,dont trust nigga bitch,4
offensive language,""" yall niggas b cuffing hoes cause yall aint never have bitches """,offensive_language,1,yall nigga cuf hoe caus yall aint bitch,8
offensive language,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",offensive_language,1,dodg bullet da bitch cut pregnant bound thank god,9
offensive language,""" young Pill Chamberlain these bitches love my music """,offensive_language,1,young pill chamberlain bitch love music,6
offensive language,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",offensive_language,1,teanna trump probabl cleaner twitter hoe,6
offensive language,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",offensive_language,1,gay nigga wait act like bitch tonight,7
offensive language,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",offensive_language,1,ima steal cat replac pitbul bitch,6
offensive language,"""&amp; he's gone always be a hoe""",offensive_language,1,gone hoe,2
offensive language,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",offensive_language,1,son bitch took tic tac like movi,7
offensive language,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",offensive_language,1,wanna money fuck model bitch russel simmon,7
offensive language,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",offensive_language,1,probabl wouldn mind school didn deal bitch ass teacher retweet,10
offensive language,"""@A7XDemery: I'm a fucking fag they said""",offensive_language,1,fuck fag said,3
offensive language,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",offensive_language,1,femal think date pussi cute doe do stuff make pussi,10
neither,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",neither,2,simplyaddictedtoguy woof woof hot scalli lad,6
offensive language,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",offensive_language,1,ya ask bitch bitch kany voic ye,7
offensive language,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",offensive_language,1,gone bring ur bitch game know ya gf friend swear,10
neither,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",neither,2,woof woof hot sole,4
neither,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",neither,2,lemmi eat oreo dish oreo lol,6
offensive language,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",offensive_language,1,bitch fuck mayb better just,5
offensive language,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",offensive_language,1,fuck red malon man bitch ass niggah use complet sentenc,10
neither,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",neither,2,eggplant emoji doe say look like scream lmao,8
offensive language,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",offensive_language,1,hennessey venom gt sexi bitch,5
offensive language,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",offensive_language,1,seh pussi wetter shower curtain ahmesehwet lmao,7
offensive language,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",offensive_language,1,eaglesn eagl need pic just post bitch just said racist shit,11
offensive language,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",offensive_language,1,yo fuck skateboard wood push faggot man ball life,9
neither,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",neither,2,babi monkey bathtim awwww soooo ador,6
offensive language,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",offensive_language,1,ai shit damn skippi lol,5
offensive language,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",offensive_language,1,kill ant sidewalk think damn nigga way pussi bs chanc,10
offensive language,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",offensive_language,1,ring mvp bitch lol,4
offensive language,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",offensive_language,1,ppl talk bad ghetto hood kid grow nigga funnnnnnn,9
offensive language,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",offensive_language,1,fact tattoo tattoo pussi tattoo nippl,6
offensive language,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",offensive_language,1,bitch want act like nigga bad shit aint cuteeee nigga act like bitch,13
offensive language,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",offensive_language,1,worship bitch woof woof,4
offensive language,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",offensive_language,1,wow lost buttcheek pierc yeah hoe,6
offensive language,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",offensive_language,1,ok si broke bitch shrug tell work,7
hate speec,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",hate_speech,0,queer gaywad,2
offensive language,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",offensive_language,1,faggot read tweet dat funni lol,6
offensive language,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",offensive_language,1,bitch ungrat fr lulwhor,4
offensive language,"""@CASHandBOOBIES: I been kidnapped yo bitch""",offensive_language,1,kidnap yo bitch,3
hate speec,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",hate_speech,0,alsarabsss he beaner smh tell he mexican,7
offensive language,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",offensive_language,1,happi birthday nig thank yo,5
offensive language,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",offensive_language,1,ur teacher tell homework bitch need,6
offensive language,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",offensive_language,1,nigga eat hoe lol hell yea lol john paul nigga said john paul,13
offensive language,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",offensive_language,1,lil ugli bald head bitch stop make make weav,9
offensive language,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",offensive_language,1,leaf better win damn game riot shit earlychristma better start loot nig,12
offensive language,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",offensive_language,1,go school suck dick hoe attend,6
offensive language,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",offensive_language,1,way fuck yo bitch year old,6
offensive language,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",offensive_language,1,come bring food dont car retard,6
offensive language,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",offensive_language,1,richnow doe hella tinder hoe im friend anymor chill brought like like propl,13
offensive language,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",offensive_language,1,bout cowboy shutup pussi,4
offensive language,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",offensive_language,1,lmaooooooooooo nigga bitch want like depress shit foh,8
offensive language,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",offensive_language,1,girl know spit shit go lbv bitch plz,8
offensive language,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",offensive_language,1,let make coupl tweet cuzzo page twitter jail lmao bitch trick,11
offensive language,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",offensive_language,1,harlem shake just excus retard second,6
offensive language,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",offensive_language,1,amen miley need act like hoe just bc emot damag foh,11
offensive language,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",offensive_language,1,have loyal femal wayyyyy better have hoe idc,8
offensive language,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",offensive_language,1,pussi lick pussi meow meow stopwhitepeopl,6
offensive language,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",offensive_language,1,check th man cowboysn faggot ny fan stand,8
offensive language,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",offensive_language,1,happen vixen ent bitch got ran threw like foothil bitch,10
offensive language,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",offensive_language,1,im bitch okay nude pat wow,6
hate speec,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",hate_speech,0,fuck gay blacklist hoe hold tehgodclan,6
offensive language,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",offensive_language,1,fuck wrong bitch know,4
offensive language,"""@Dietrich1892: Yall shut up:p"" make me bitch",offensive_language,1,yall shut make bitch,4
offensive language,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",offensive_language,1,hate pregnant type bitch,4
offensive language,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",offensive_language,1,got bitch dm read em,5
neither,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",neither,2,basebal season win yanke love start,6
offensive language,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",offensive_language,1,littl stupid bitch fuck yoooooouuuu,5
offensive language,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",offensive_language,1,realli ask dead ass tho say bitch wheet lol,9
neither,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neither,2,earli bird night owl wise worm,6
neither,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",neither,2,overdos heavi drug doe sound bad tonight pussi shit day,10
neither,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",neither,2,pit bull photograph love fairi tale creatur fairi tale creatur,10
offensive language,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",offensive_language,1,aw fag tweet aw lol,5
neither,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",neither,2,long laker trash careless real cc hahaha,7
offensive language,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",offensive_language,1,did say tho kiss faggot,5
neither,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",neither,2,play soccer cheat girl wear khaki colour cargo haircut yup,10
offensive language,"""@G27Status: I could go for a fat ass bitch on my lap"" same",offensive_language,1,fat ass bitch lap,4
offensive language,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",offensive_language,1,miss call da yo bitch twitter finna screamn freemoneymel,9
offensive language,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",offensive_language,1,ya bitch gotta know rule shit anybodi ask cousin jersey thinkin bout move lmmfao,14
offensive language,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",offensive_language,1,amo lo pie fuck yeah,5
offensive language,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",offensive_language,1,hoe think meat slap ass ainna bruh,7
offensive language,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",offensive_language,1,yall bitch wit edg do talk,6
offensive language,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",offensive_language,1,yall go trick treat year nah hell yeah ima da sweet tooth bandit steal bitch bag shit,17
offensive language,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",offensive_language,1,wanna sex mom fuck right pussi came damn got hack like fuck,12
offensive language,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",offensive_language,1,kiss eye open watch bitch lmfao,6
offensive language,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",offensive_language,1,woulda coulda shoulda ass hoe,5
offensive language,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",offensive_language,1,happi bday bitch ass nigga preciat bitch roll,8
offensive language,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",offensive_language,1,use send bitch,3
offensive language,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",offensive_language,1,ugli bitch like wcw duh bitch ai els,8
offensive language,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",offensive_language,1,nigga know hacki sack hoe nah throw look pass lmao,10
offensive language,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",offensive_language,1,glad get outta atlanta bunch nigga outta jail dumb bitch mad kid fuckin em,14
neither,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",neither,2,ghetto smart do idc,4
offensive language,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",offensive_language,1,wife hoe cuz care cheat forc relationship place,8
offensive language,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",offensive_language,1,singl excus hoe,3
offensive language,"""@HoskinsTy96: White boy power bitch"" black power bitch",offensive_language,1,white boy power bitch black power bitch,7
offensive language,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",offensive_language,1,let drunk blow spit shit spark blunt fuck hoe bro white dude chill,13
offensive language,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",offensive_language,1,bitch world,2
offensive language,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",offensive_language,1,dick suck yo parti bad bitch fr gone set,9
offensive language,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",offensive_language,1,oomf soooo cute probabl hoe lot,6
offensive language,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",offensive_language,1,cartoon their alway save hoe lmao lmao damn captain saveaho,10
neither,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",neither,2,want nose bad boi scalli chav sockfetish stink hot sox leg,11
offensive language,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",offensive_language,1,wish bitch like brother keezi ooooow bet,7
offensive language,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",offensive_language,1,dress cat halloween basic pussi,5
offensive language,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",offensive_language,1,pornhub just game stream featur dumb bitch gtfo kati,9
offensive language,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",offensive_language,1,stop scare choke sex bitch ass nigga ll like say guy hit women bed foh,15
offensive language,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",offensive_language,1,ha iguess make hoe loyal bro theyll loyal hoe nig,10
offensive language,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",offensive_language,1,oh man molli ho fuck ya seed fix,8
offensive language,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",offensive_language,1,man refer girl bitch,4
offensive language,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",offensive_language,1,lmfao cat start beat shit nigga final got pussi nigga,10
neither,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",neither,2,peel peel bring rewind shaq line ooooow tf said trash,10
offensive language,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",offensive_language,1,io io alu record ho vine sai pe hahahaha lol anywaaaaaay haha,12
offensive language,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",offensive_language,1,naw old tape new cover upcom mixtap kingofthehil yeah wait hoe mayn,12
offensive language,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",offensive_language,1,ol dirti foot ass bitch funni,6
offensive language,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",offensive_language,1,yellow flag amaz hell yeah niggi,6
offensive language,"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",offensive_language,1,got time bitch actin iffi,5
neither,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",neither,2,ucfpinkparti come stay aliv knight nation earli bird special comeatmeut,10
offensive language,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",offensive_language,1,hoe ai loyal ai smfh wonder decent want,8
offensive language,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",offensive_language,1,bruh stud think soft hell ask ya girl time scream bitch oh okay stfu bye hoe,16
offensive language,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",offensive_language,1,dri pussi bitch blame condom,5
offensive language,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",offensive_language,1,shut yo bitch ass,4
offensive language,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",offensive_language,1,gucci mane jail drop mixtap month hoe text,8
offensive language,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",offensive_language,1,love hoe money wat wrong nigga,6
offensive language,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",offensive_language,1,loyal bitch burb daddi issu like find holograph mewtwo sound like lol,12
offensive language,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",offensive_language,1,easi cum easi hoe fact,5
offensive language,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",offensive_language,1,charli sheen real major fuck respect charli sheen,8
offensive language,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",offensive_language,1,wish bae got hoe tho,5
offensive language,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",offensive_language,1,fuck twerk bitch cook,4
offensive language,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",offensive_language,1,bitch wtf,2
offensive language,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",offensive_language,1,shut zoe fight pussi zoe good man good ma,9
offensive language,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",offensive_language,1,lmao fuck snake bitch em,5
offensive language,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",offensive_language,1,big booti hoe sheesh damn,5
neither,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",neither,2,stay tune updat report week bum,6
neither,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",neither,2,play soccer cheat girl wear khaki colour cargo haircut ye lmfao,11
